"","gene_name","neighbor1","neighbor2","neighbor_diff","abs_neighbor_diff"
"1679","SORBI_3003G205801",0,1,-1,1
"1680","SORBI_3003G206900",0,0,0,0
"1681","SORBI_3003G207900",0,0,0,0
"1682","SORBI_3003G208300",0,1,-1,1
"1683","SORBI_3003G208800",1,0,1,1
"1684","SORBI_3003G211200",0,3,-3,3
"1685","SORBI_3003G212300",0,1,-1,1
"1686","SORBI_3003G212500",0,0,0,0
"1687","SORBI_3003G212600",0,2,-2,2
"1688","SORBI_3003G212800",0,0,0,0
"1689","SORBI_3003G213800",0,0,0,0
"1690","SORBI_3003G214000",5,1,4,4
"1691","SORBI_3003G215800",0,2,-2,2
"1692","SORBI_3003G216232",0,0,0,0
"1693","SORBI_3003G216700",0,0,0,0
"1694","SORBI_3003G218600",0,1,-1,1
"1695","SORBI_3003G219700",0,0,0,0
"1696","SORBI_3003G220100",1,0,1,1
"1697","SORBI_3003G221700",0,2,-2,2
"1698","SORBI_3003G222000",0,1,-1,1
"1699","SORBI_3003G222600",1,3,-2,2
"1700","SORBI_3003G222700",0,0,0,0
"1701","SORBI_3003G225100",0,0,0,0
"1702","SORBI_3003G226300",0,6,-6,6
"1703","SORBI_3003G226500",0,1,-1,1
"1704","SORBI_3003G227000",0,3,-3,3
"1705","SORBI_3003G227900",0,0,0,0
"1706","SORBI_3003G228000",0,5,-5,5
"1707","SORBI_3003G228900",0,3,-3,3
"1708","SORBI_3003G229400",0,0,0,0
"1709","SORBI_3003G231900",0,1,-1,1
"1710","SORBI_3003G232400",0,1,-1,1
"1711","SORBI_3003G232600",0,0,0,0
"1712","SORBI_3003G234000",0,0,0,0
"1713","SORBI_3003G234200",0,0,0,0
"1714","SORBI_3003G234800",0,0,0,0
"1715","SORBI_3003G235900",0,0,0,0
"1716","SORBI_3003G236300",0,1,-1,1
"1717","SORBI_3003G236551",0,1,-1,1
"1718","SORBI_3003G237201",0,0,0,0
"1719","SORBI_3003G239700",0,1,-1,1
"1720","SORBI_3003G239800",0,0,0,0
"1721","SORBI_3003G241000",0,0,0,0
"1722","SORBI_3003G243600",0,0,0,0
"1723","SORBI_3003G244000",0,2,-2,2
"1724","SORBI_3003G244100",0,3,-3,3
"1725","SORBI_3003G244400",0,2,-2,2
"1726","SORBI_3003G245600",0,0,0,0
"1727","SORBI_3003G246400",0,2,-2,2
"1728","SORBI_3003G249000",0,9,-9,9
"1729","SORBI_3003G250000",0,2,-2,2
"1730","SORBI_3003G250340",1,0,1,1
"1731","SORBI_3003G250600",0,1,-1,1
"1732","SORBI_3003G251000",0,0,0,0
"1733","SORBI_3003G251700",0,1,-1,1
"1734","SORBI_3003G252900",0,1,-1,1
"1735","SORBI_3003G253300",1,0,1,1
"1736","SORBI_3003G255100",1,0,1,1
"1737","SORBI_3003G256100",0,0,0,0
"1738","SORBI_3003G256200",0,0,0,0
"1739","SORBI_3003G257100",0,0,0,0
"1740","SORBI_3003G259300",0,1,-1,1
"1741","SORBI_3003G260400",0,1,-1,1
"1742","SORBI_3003G260700",0,1,-1,1
"1743","SORBI_3003G261100",0,0,0,0
"1744","SORBI_3003G262600",0,0,0,0
"1745","SORBI_3003G265200",0,2,-2,2
"1746","SORBI_3003G265400",0,1,-1,1
"1747","SORBI_3003G265800",0,0,0,0
"1748","SORBI_3003G267700",0,0,0,0
"1749","SORBI_3003G267900",0,0,0,0
"1750","SORBI_3003G268600",0,45,-45,45
"1751","SORBI_3003G268700",0,1,-1,1
"1752","SORBI_3003G268800",0,12,-12,12
"1753","SORBI_3003G268900",0,0,0,0
"1754","SORBI_3003G269800",0,2,-2,2
"1755","SORBI_3003G270500",0,1,-1,1
"1756","SORBI_3003G271201",0,0,0,0
"1757","SORBI_3003G271800",0,4,-4,4
"1758","SORBI_3003G272200",0,1,-1,1
"1759","SORBI_3003G272500",0,2,-2,2
"1760","SORBI_3003G273000",0,0,0,0
"1761","SORBI_3003G273100",0,1,-1,1
"1762","SORBI_3003G273800",0,0,0,0
"1763","SORBI_3003G274600",0,0,0,0
"1764","SORBI_3003G275300",0,0,0,0
"1765","SORBI_3003G275800",0,0,0,0
"1766","SORBI_3003G275900",0,0,0,0
"1767","SORBI_3003G276100",0,0,0,0
"1768","SORBI_3003G277200",0,1,-1,1
"1769","SORBI_3003G277300",0,0,0,0
"1770","SORBI_3003G277500",0,4,-4,4
"1771","SORBI_3003G277600",0,0,0,0
"1772","SORBI_3003G277700",0,4,-4,4
"1773","SORBI_3003G278500",1,2,-1,1
"1774","SORBI_3003G279300",1,1,0,0
"1775","SORBI_3003G279500",0,3,-3,3
"1776","SORBI_3003G279600",0,0,0,0
"1777","SORBI_3003G279800",0,1,-1,1
"1778","SORBI_3003G280400",0,1,-1,1
"1779","SORBI_3003G280600",0,0,0,0
"1780","SORBI_3003G280900",0,1,-1,1
"1781","SORBI_3003G281200",0,1,-1,1
"1782","SORBI_3003G281900",0,1,-1,1
"1783","SORBI_3003G282600",0,1,-1,1
"1784","SORBI_3003G282901",0,0,0,0
"1785","SORBI_3003G283100",0,0,0,0
"1786","SORBI_3003G284100",0,0,0,0
"1787","SORBI_3003G284300",0,1,-1,1
"1788","SORBI_3003G285600",0,3,-3,3
"1789","SORBI_3003G286000",0,1,-1,1
"1790","SORBI_3003G286300",0,1,-1,1
"1791","SORBI_3003G286400",0,0,0,0
"1792","SORBI_3003G286700",0,0,0,0
"1793","SORBI_3003G287400",0,1,-1,1
"1794","SORBI_3003G287500",0,2,-2,2
"1795","SORBI_3003G288000",0,0,0,0
"1796","SORBI_3003G288100",0,1,-1,1
"1797","SORBI_3003G288600",0,1,-1,1
"1798","SORBI_3003G289601",0,0,0,0
"1799","SORBI_3003G289900",0,0,0,0
"1800","SORBI_3003G290200",0,1,-1,1
"1801","SORBI_3003G290400",0,1,-1,1
"1802","SORBI_3003G291200",0,0,0,0
"1803","SORBI_3003G291300",0,0,0,0
"1804","SORBI_3003G291600",0,0,0,0
"1805","SORBI_3003G293900",0,12,-12,12
"1806","SORBI_3003G294500",0,1,-1,1
"1807","SORBI_3003G295100",0,0,0,0
"1808","SORBI_3003G295400",0,1,-1,1
"1809","SORBI_3003G295900",0,1,-1,1
"1810","SORBI_3003G296000",0,4,-4,4
"1811","SORBI_3003G296100",0,0,0,0
"1812","SORBI_3003G296400",0,0,0,0
"1813","SORBI_3003G296600",0,20,-20,20
"1814","SORBI_3003G297200",0,0,0,0
"1815","SORBI_3003G297800",0,3,-3,3
"1816","SORBI_3003G299700",0,0,0,0
"1817","SORBI_3003G300100",0,1,-1,1
"1818","SORBI_3003G300701",1,1,0,0
"1819","SORBI_3003G300800",0,5,-5,5
"1820","SORBI_3003G301000",1,0,1,1
"1821","SORBI_3003G301200",0,0,0,0
"1822","SORBI_3003G301300",0,4,-4,4
"1823","SORBI_3003G301950",0,1,-1,1
"1824","SORBI_3003G302100",0,3,-3,3
"1825","SORBI_3003G303000",0,0,0,0
"1826","SORBI_3003G303100",0,124,-124,124
"1827","SORBI_3003G304200",0,0,0,0
"1828","SORBI_3003G304700",0,0,0,0
"1829","SORBI_3003G305400",0,1,-1,1
"1830","SORBI_3003G305601",0,1,-1,1
"1831","SORBI_3003G306100",0,3,-3,3
"1832","SORBI_3003G306700",0,1,-1,1
"1833","SORBI_3003G306900",0,0,0,0
"1834","SORBI_3003G308400",0,3,-3,3
"1835","SORBI_3003G308700",0,3,-3,3
"1836","SORBI_3003G308800",0,1,-1,1
"1837","SORBI_3003G309200",0,1,-1,1
"1838","SORBI_3003G309500",0,2,-2,2
"1839","SORBI_3003G310700",0,1,-1,1
"1840","SORBI_3003G310900",0,0,0,0
"1841","SORBI_3003G311400",0,2,-2,2
"1842","SORBI_3003G311700",0,1,-1,1
"1843","SORBI_3003G313300",1,0,1,1
"1844","SORBI_3003G313800",0,0,0,0
"1845","SORBI_3003G314500",0,1,-1,1
"1846","SORBI_3003G314900",0,3,-3,3
"1847","SORBI_3003G315800",0,2,-2,2
"1848","SORBI_3003G317100",0,4,-4,4
"1849","SORBI_3003G318700",0,1,-1,1
"1850","SORBI_3003G318900",0,1,-1,1
"1851","SORBI_3003G319500",0,0,0,0
"1852","SORBI_3003G319850",0,1,-1,1
"1853","SORBI_3003G319900",0,1,-1,1
"1854","SORBI_3003G320100",0,1,-1,1
"1855","SORBI_3003G320700",0,0,0,0
"1856","SORBI_3003G320800",0,4,-4,4
"1857","SORBI_3003G321200",0,0,0,0
"1858","SORBI_3003G323500",0,0,0,0
"1859","SORBI_3003G324000",0,6,-6,6
"1860","SORBI_3003G324300",0,3,-3,3
"1861","SORBI_3003G324500",0,0,0,0
"1862","SORBI_3003G325700",0,2,-2,2
"1863","SORBI_3003G326600",0,0,0,0
"1864","SORBI_3003G327100",0,1,-1,1
"1865","SORBI_3003G327600",0,0,0,0
"1866","SORBI_3003G327800",0,0,0,0
"1867","SORBI_3003G328000",0,0,0,0
"1868","SORBI_3003G328100",1,1,0,0
"1869","SORBI_3003G328200",1,2,-1,1
"1870","SORBI_3003G328500",0,2,-2,2
"1871","SORBI_3003G329200",0,0,0,0
"1872","SORBI_3003G329500",0,1,-1,1
"1873","SORBI_3003G330000",0,1,-1,1
"1874","SORBI_3003G330100",0,4,-4,4
"1875","SORBI_3003G330650",0,0,0,0
"1876","SORBI_3003G332900",0,2,-2,2
"1877","SORBI_3003G333000",0,0,0,0
"1878","SORBI_3003G334100",0,2,-2,2
"1879","SORBI_3003G334400",0,2,-2,2
"1880","SORBI_3003G334600",0,11,-11,11
"1881","SORBI_3003G335300",0,1,-1,1
"1882","SORBI_3003G336500",0,1,-1,1
"1883","SORBI_3003G337400",0,0,0,0
"1884","SORBI_3003G337900",0,0,0,0
"1885","SORBI_3003G338200",0,0,0,0
"1886","SORBI_3003G338801",0,1,-1,1
"1887","SORBI_3003G338900",0,0,0,0
"1888","SORBI_3003G339500",0,1,-1,1
"1889","SORBI_3003G339600",0,0,0,0
"1890","SORBI_3003G339900",0,3,-3,3
"1891","SORBI_3003G340800",0,3,-3,3
"1892","SORBI_3003G341100",0,0,0,0
"1893","SORBI_3003G342100",0,1,-1,1
"1894","SORBI_3003G342700",0,3,-3,3
"1895","SORBI_3003G342800",0,0,0,0
"1896","SORBI_3003G343200",0,0,0,0
"1897","SORBI_3003G343700",0,1,-1,1
"1898","SORBI_3003G344600",0,1,-1,1
"1899","SORBI_3003G345100",0,28,-28,28
"1900","SORBI_3003G347200",1,0,1,1
"1901","SORBI_3003G347900",0,1,-1,1
"1902","SORBI_3003G348400",0,0,0,0
"1903","SORBI_3003G349000",0,0,0,0
"1904","SORBI_3003G349100",0,2,-2,2
"1905","SORBI_3003G350100",0,1,-1,1
"1906","SORBI_3003G350200",0,1,-1,1
"1907","SORBI_3003G350300",0,1,-1,1
"1908","SORBI_3003G350600",0,1,-1,1
"1909","SORBI_3003G350700",2,100,-98,98
"1910","SORBI_3003G350800",0,1,-1,1
"1911","SORBI_3003G351000",0,1,-1,1
"1912","SORBI_3003G352500",0,1,-1,1
"1913","SORBI_3003G353500",1,0,1,1
"1914","SORBI_3003G353800",0,0,0,0
"1915","SORBI_3003G354000",0,2,-2,2
"1916","SORBI_3003G354400",0,1,-1,1
"1917","SORBI_3003G354900",1,2,-1,1
"1918","SORBI_3003G356200",0,0,0,0
"1919","SORBI_3003G356300",0,1,-1,1
"1920","SORBI_3003G356500",0,0,0,0
"1921","SORBI_3003G357800",0,0,0,0
"1922","SORBI_3003G358000",0,2,-2,2
"1923","SORBI_3003G360000",0,0,0,0
"1924","SORBI_3003G360100",0,0,0,0
"1925","SORBI_3003G360800",1,0,1,1
"1926","SORBI_3003G361100",1,0,1,1
"1927","SORBI_3003G361200",0,4,-4,4
"1928","SORBI_3003G362200",0,2,-2,2
"1929","SORBI_3003G363200",0,1,-1,1
"1930","SORBI_3003G363400",0,2,-2,2
"1931","SORBI_3003G363600",0,0,0,0
"1932","SORBI_3003G363800",0,0,0,0
"1933","SORBI_3003G364300",0,2,-2,2
"1934","SORBI_3003G364600",0,0,0,0
"1935","SORBI_3003G365400",0,0,0,0
"1936","SORBI_3003G365600",0,7,-7,7
"1937","SORBI_3003G365900",0,0,0,0
"1938","SORBI_3003G366700",0,1,-1,1
"1939","SORBI_3003G367401",1,6,-5,5
"1940","SORBI_3003G367500",0,2,-2,2
"1941","SORBI_3003G368300",0,2,-2,2
"1942","SORBI_3003G368500",0,0,0,0
"1943","SORBI_3003G368901",1,0,1,1
"1944","SORBI_3003G369100",0,0,0,0
"1945","SORBI_3003G369200",0,2,-2,2
"1946","SORBI_3003G370100",0,0,0,0
"1947","SORBI_3003G370500",0,1,-1,1
"1948","SORBI_3003G370600",0,58,-58,58
"1949","SORBI_3003G370700",0,1,-1,1
"1950","SORBI_3003G372900",0,0,0,0
"1951","SORBI_3003G373000",0,0,0,0
"1952","SORBI_3003G373100",0,1,-1,1
"1953","SORBI_3003G373300",0,1,-1,1
"1954","SORBI_3003G373800",0,0,0,0
"1955","SORBI_3003G373900",0,0,0,0
"1956","SORBI_3003G374400",0,8,-8,8
"1957","SORBI_3003G375000",0,1,-1,1
"1958","SORBI_3003G376100",0,0,0,0
"1959","SORBI_3003G376200",0,0,0,0
"1960","SORBI_3003G376700",0,1,-1,1
"1961","SORBI_3003G377100",2,0,2,2
"1962","SORBI_3003G377300",0,0,0,0
"1963","SORBI_3003G379600",0,0,0,0
"1964","SORBI_3003G379700",0,6,-6,6
"1965","SORBI_3003G379800",0,3,-3,3
"1966","SORBI_3003G380000",0,1,-1,1
"1967","SORBI_3003G382000",0,1,-1,1
"1968","SORBI_3003G382600",0,0,0,0
"1969","SORBI_3003G382800",0,0,0,0
"1970","SORBI_3003G383700",0,0,0,0
"1971","SORBI_3003G383800",0,0,0,0
"1972","SORBI_3003G384100",0,0,0,0
"1973","SORBI_3003G384700",0,2,-2,2
"1974","SORBI_3003G385700",1,0,1,1
"1975","SORBI_3003G385900",0,3,-3,3
"1976","SORBI_3003G387600",0,4,-4,4
"1977","SORBI_3003G387700",1,0,1,1
"1978","SORBI_3003G389700",0,0,0,0
"1979","SORBI_3003G390700",0,1,-1,1
"1980","SORBI_3003G390900",0,0,0,0
"1981","SORBI_3003G391100",0,3,-3,3
"1982","SORBI_3003G391400",0,1,-1,1
"1983","SORBI_3003G392000",0,3,-3,3
"1984","SORBI_3003G392100",0,0,0,0
"1985","SORBI_3003G392900",0,0,0,0
"1986","SORBI_3003G393100",0,1,-1,1
"1987","SORBI_3003G393700",0,2,-2,2
"1988","SORBI_3003G393900",0,0,0,0
"1989","SORBI_3003G394400",0,5,-5,5
"1990","SORBI_3003G394900",0,1,-1,1
"1991","SORBI_3003G395400",0,7,-7,7
"1992","SORBI_3003G395450",0,0,0,0
"1993","SORBI_3003G396600",0,3,-3,3
"1994","SORBI_3003G396800",0,0,0,0
"1995","SORBI_3003G397300",1,0,1,1
"1996","SORBI_3003G397700",0,1,-1,1
"1997","SORBI_3003G399000",1,0,1,1
"1998","SORBI_3003G399400",0,0,0,0
"1999","SORBI_3003G399700",0,0,0,0
"2000","SORBI_3003G399800",0,1,-1,1
"2001","SORBI_3003G400200",0,9,-9,9
"2002","SORBI_3003G400400",0,3,-3,3
"2003","SORBI_3003G401400",0,1,-1,1
"2004","SORBI_3003G402800",0,0,0,0
"2005","SORBI_3003G403300",0,1,-1,1
"2006","SORBI_3003G403700",0,1,-1,1
"2007","SORBI_3003G404400",0,4,-4,4
"2008","SORBI_3003G406300",1,0,1,1
"2009","SORBI_3003G406400",1,0,1,1
"2010","SORBI_3003G406600",0,0,0,0
"2011","SORBI_3003G406900",0,7,-7,7
"2012","SORBI_3003G407200",0,5,-5,5
"2013","SORBI_3003G407600",0,2,-2,2
"2014","SORBI_3003G407800",0,0,0,0
"2015","SORBI_3003G408200",0,0,0,0
"2016","SORBI_3003G408400",0,1,-1,1
"2017","SORBI_3003G409800",0,10,-10,10
"2018","SORBI_3003G409900",0,2,-2,2
"2019","SORBI_3003G411000",0,0,0,0
"2020","SORBI_3003G411800",0,0,0,0
"2021","SORBI_3003G412000",0,1,-1,1
"2022","SORBI_3003G413500",0,1,-1,1
"2023","SORBI_3003G413800",1,0,1,1
"2024","SORBI_3003G414400",1,0,1,1
"2025","SORBI_3003G414500",0,2,-2,2
"2026","SORBI_3003G416100",0,0,0,0
"2027","SORBI_3003G416300",0,0,0,0
"2028","SORBI_3003G416500",1,0,1,1
"2029","SORBI_3003G416800",0,3,-3,3
"2030","SORBI_3003G418000",0,0,0,0
"2031","SORBI_3003G419300",0,0,0,0
"2032","SORBI_3003G420800",0,0,0,0
"2033","SORBI_3003G420900",0,0,0,0
"2034","SORBI_3003G421800",1,0,1,1
"2035","SORBI_3003G423700",0,2,-2,2
"2036","SORBI_3003G423800",0,1,-1,1
"2037","SORBI_3003G423900",0,0,0,0
"2038","SORBI_3003G425100",0,1,-1,1
"2039","SORBI_3003G426500",0,0,0,0
"2040","SORBI_3003G427200",0,0,0,0
"2041","SORBI_3003G428600",0,0,0,0
"2042","SORBI_3003G428700",0,12,-12,12
"2043","SORBI_3003G429401",1,0,1,1
"2044","SORBI_3003G430100",0,0,0,0
"2045","SORBI_3003G430400",0,0,0,0
"2046","SORBI_3003G432100",0,1,-1,1
"2047","SORBI_3003G432300",0,1,-1,1
"2048","SORBI_3003G432600",0,0,0,0
"2049","SORBI_3003G432700",0,8,-8,8
"2050","SORBI_3003G433750",0,4,-4,4
"2051","SORBI_3003G434600",0,0,0,0
"2052","SORBI_3003G435700",0,13,-13,13
"2053","SORBI_3003G436600",0,2,-2,2
"2054","SORBI_3003G438500",0,0,0,0
"2055","SORBI_3003G440300",0,0,0,0
"2056","SORBI_3003G440400",0,1,-1,1
"2057","SORBI_3003G440600",0,0,0,0
"2058","SORBI_3003G441601",1,0,1,1
"2059","SORBI_3003G441800",1,0,1,1
"2060","SORBI_3003G442601",0,3,-3,3
"2061","SORBI_3004G001200",0,0,0,0
"2062","SORBI_3004G001600",0,0,0,0
"2063","SORBI_3004G001900",0,0,0,0
"2064","SORBI_3004G002500",0,1,-1,1
"2065","SORBI_3004G003501",0,0,0,0
"2066","SORBI_3004G004800",1,13,-12,12
"2067","SORBI_3004G005000",0,0,0,0
"2068","SORBI_3004G006200",0,1,-1,1
"2069","SORBI_3004G007100",1,0,1,1
"2070","SORBI_3004G007700",0,0,0,0
"2071","SORBI_3004G015400",0,0,0,0
"2072","SORBI_3004G016000",0,0,0,0
"2073","SORBI_3004G017200",0,0,0,0
"2074","SORBI_3004G017400",0,2,-2,2
"2075","SORBI_3004G017800",0,2,-2,2
"2076","SORBI_3004G018000",0,2,-2,2
"2077","SORBI_3004G019100",0,2,-2,2
"2078","SORBI_3004G019200",0,1,-1,1
"2079","SORBI_3004G019300",1,0,1,1
"2080","SORBI_3004G020600",0,1,-1,1
"2081","SORBI_3004G020800",0,1,-1,1
"2082","SORBI_3004G022900",0,3,-3,3
"2083","SORBI_3004G024200",0,1,-1,1
"2084","SORBI_3004G025700",0,1,-1,1
"2085","SORBI_3004G026600",0,0,0,0
"2086","SORBI_3004G027300",0,0,0,0
"2087","SORBI_3004G027500",0,2,-2,2
"2088","SORBI_3004G027900",0,2,-2,2
"2089","SORBI_3004G028200",0,0,0,0
"2090","SORBI_3004G030200",0,0,0,0
"2091","SORBI_3004G030501",0,1,-1,1
"2092","SORBI_3004G030600",0,0,0,0
"2093","SORBI_3004G030800",0,2,-2,2
"2094","SORBI_3004G031100",1,0,1,1
"2095","SORBI_3004G031300",0,1,-1,1
"2096","SORBI_3004G031600",0,1,-1,1
"2097","SORBI_3004G032100",0,2,-2,2
"2098","SORBI_3004G032900",0,1,-1,1
"2099","SORBI_3004G033000",0,0,0,0
"2100","SORBI_3004G033300",0,2,-2,2
"2101","SORBI_3004G034800",0,0,0,0
"2102","SORBI_3004G035200",0,1,-1,1
"2103","SORBI_3004G036600",0,1,-1,1
"2104","SORBI_3004G036700",0,2,-2,2
"2105","SORBI_3004G037600",0,0,0,0
"2106","SORBI_3004G038100",0,0,0,0
"2107","SORBI_3004G040600",0,1,-1,1
"2108","SORBI_3004G042000",0,2,-2,2
"2109","SORBI_3004G042300",0,1,-1,1
"2110","SORBI_3004G042600",0,2,-2,2
"2111","SORBI_3004G044000",0,1,-1,1
"2112","SORBI_3004G044800",0,0,0,0
"2113","SORBI_3004G045300",0,1,-1,1
"2114","SORBI_3004G047001",0,0,0,0
"2115","SORBI_3004G047100",0,1,-1,1
"2116","SORBI_3004G047900",0,2,-2,2
"2117","SORBI_3004G049100",0,2,-2,2
"2118","SORBI_3004G049200",0,0,0,0
"2119","SORBI_3004G049400",1,0,1,1
"2120","SORBI_3004G049900",0,3,-3,3
"2121","SORBI_3004G050000",0,1,-1,1
"2122","SORBI_3004G050100",0,4,-4,4
"2123","SORBI_3004G051000",0,0,0,0
"2124","SORBI_3004G052000",0,0,0,0
"2125","SORBI_3004G052200",0,0,0,0
"2126","SORBI_3004G052800",0,0,0,0
"2127","SORBI_3004G053900",0,2,-2,2
"2128","SORBI_3004G054000",0,0,0,0
"2129","SORBI_3004G055600",1,0,1,1
"2130","SORBI_3004G058200",0,2,-2,2
"2131","SORBI_3004G058500",0,2,-2,2
"2132","SORBI_3004G059900",0,0,0,0
"2133","SORBI_3004G060832",0,0,0,0
"2134","SORBI_3004G061400",0,1,-1,1
"2135","SORBI_3004G062000",0,1,-1,1
"2136","SORBI_3004G062500",0,1,-1,1
"2137","SORBI_3004G063300",0,2,-2,2
"2138","SORBI_3004G063600",0,0,0,0
"2139","SORBI_3004G064000",0,0,0,0
"2140","SORBI_3004G064400",0,0,0,0
"2141","SORBI_3004G064700",0,0,0,0
"2142","SORBI_3004G065500",0,1,-1,1
"2143","SORBI_3004G065650",0,0,0,0
"2144","SORBI_3004G065900",0,0,0,0
"2145","SORBI_3004G066000",0,0,0,0
"2146","SORBI_3004G066600",0,0,0,0
"2147","SORBI_3004G067500",0,1,-1,1
"2148","SORBI_3004G069000",0,0,0,0
"2149","SORBI_3004G069200",0,0,0,0
"2150","SORBI_3004G070100",0,0,0,0
"2151","SORBI_3004G070200",0,2,-2,2
"2152","SORBI_3004G070900",1,0,1,1
"2153","SORBI_3004G071200",0,1,-1,1
"2154","SORBI_3004G071500",0,0,0,0
"2155","SORBI_3004G074500",0,3,-3,3
"2156","SORBI_3004G074900",0,1,-1,1
"2157","SORBI_3004G075800",0,0,0,0
"2158","SORBI_3004G075900",0,1,-1,1
"2159","SORBI_3004G076000",0,0,0,0
"2160","SORBI_3004G077100",1,1,0,0
"2161","SORBI_3004G077800",0,1,-1,1
"2162","SORBI_3004G078300",0,1,-1,1
"2163","SORBI_3004G079100",0,1,-1,1
"2164","SORBI_3004G079200",0,1,-1,1
"2165","SORBI_3004G081400",0,0,0,0
"2166","SORBI_3004G082500",0,1,-1,1
"2167","SORBI_3004G082700",0,1,-1,1
"2168","SORBI_3004G082800",0,1,-1,1
"2169","SORBI_3004G083000",0,1,-1,1
"2170","SORBI_3004G084100",0,3,-3,3
"2171","SORBI_3004G085600",0,1,-1,1
"2172","SORBI_3004G086800",0,0,0,0
"2173","SORBI_3004G087100",0,2,-2,2
"2174","SORBI_3004G087500",1,1,0,0
"2175","SORBI_3004G088551",0,0,0,0
"2176","SORBI_3004G089000",0,0,0,0
"2177","SORBI_3004G092000",0,0,0,0
"2178","SORBI_3004G092100",0,0,0,0
"2179","SORBI_3004G093100",0,0,0,0
"2180","SORBI_3004G093700",0,2,-2,2
"2181","SORBI_3004G094100",0,2,-2,2
"2182","SORBI_3004G094300",0,2,-2,2
"2183","SORBI_3004G094500",0,0,0,0
"2184","SORBI_3004G095200",0,0,0,0
"2185","SORBI_3004G095600",0,122,-122,122
"2186","SORBI_3004G096600",1,0,1,1
"2187","SORBI_3004G097400",0,1,-1,1
"2188","SORBI_3004G097500",1,0,1,1
"2189","SORBI_3004G097700",0,0,0,0
"2190","SORBI_3004G098000",0,1,-1,1
"2191","SORBI_3004G099800",0,0,0,0
"2192","SORBI_3004G100700",0,2,-2,2
"2193","SORBI_3004G101300",0,2,-2,2
"2194","SORBI_3004G101400",0,24,-24,24
"2195","SORBI_3004G101500",0,1,-1,1
"2196","SORBI_3004G102900",0,1,-1,1
"2197","SORBI_3004G104700",0,0,0,0
"2198","SORBI_3004G107100",0,3,-3,3
"2199","SORBI_3004G108200",0,0,0,0
"2200","SORBI_3004G109000",0,0,0,0
"2201","SORBI_3004G109500",0,1,-1,1
"2202","SORBI_3004G110500",0,0,0,0
"2203","SORBI_3004G111100",0,3,-3,3
"2204","SORBI_3004G113900",0,0,0,0
"2205","SORBI_3004G115600",1,1,0,0
"2206","SORBI_3004G116300",1,0,1,1
"2207","SORBI_3004G116500",0,0,0,0
"2208","SORBI_3004G119400",0,0,0,0
"2209","SORBI_3004G121200",0,0,0,0
"2210","SORBI_3004G122500",1,7,-6,6
"2211","SORBI_3004G124200",0,1,-1,1
"2212","SORBI_3004G124500",0,2,-2,2
"2213","SORBI_3004G126700",0,0,0,0
"2214","SORBI_3004G127600",0,3,-3,3
"2215","SORBI_3004G128400",0,0,0,0
"2216","SORBI_3004G130200",0,2,-2,2
"2217","SORBI_3004G133500",0,0,0,0
"2218","SORBI_3004G133600",0,0,0,0
"2219","SORBI_3004G136600",0,1,-1,1
"2220","SORBI_3004G137500",0,0,0,0
"2221","SORBI_3004G140900",0,1,-1,1
"2222","SORBI_3004G141000",0,3,-3,3
"2223","SORBI_3004G142800",1,0,1,1
"2224","SORBI_3004G143900",0,2,-2,2
"2225","SORBI_3004G144150",0,0,0,0
"2226","SORBI_3004G144500",0,4,-4,4
"2227","SORBI_3004G144700",0,1,-1,1
"2228","SORBI_3004G145200",0,0,0,0
"2229","SORBI_3004G145300",0,0,0,0
"2230","SORBI_3004G147400",0,0,0,0
"2231","SORBI_3004G147800",0,0,0,0
"2232","SORBI_3004G148900",0,0,0,0
"2233","SORBI_3004G149400",0,0,0,0
"2234","SORBI_3004G151500",0,2,-2,2
"2235","SORBI_3004G153400",0,8,-8,8
"2236","SORBI_3004G153501",0,7,-7,7
"2237","SORBI_3004G154400",1,0,1,1
"2238","SORBI_3004G154800",0,0,0,0
"2239","SORBI_3004G154900",0,0,0,0
"2240","SORBI_3004G155200",0,0,0,0
"2241","SORBI_3004G155300",0,0,0,0
"2242","SORBI_3004G155400",0,2,-2,2
"2243","SORBI_3004G155900",0,1,-1,1
"2244","SORBI_3004G156200",0,2,-2,2
"2245","SORBI_3004G156900",0,1,-1,1
"2246","SORBI_3004G157000",0,1,-1,1
"2247","SORBI_3004G157300",1,2,-1,1
"2248","SORBI_3004G157400",0,0,0,0
"2249","SORBI_3004G159400",0,3,-3,3
"2250","SORBI_3004G161200",0,0,0,0
"2251","SORBI_3004G161400",0,0,0,0
"2252","SORBI_3004G161751",0,0,0,0
"2253","SORBI_3004G161800",1,0,1,1
"2254","SORBI_3004G162400",0,3,-3,3
"2255","SORBI_3004G162500",0,0,0,0
"2256","SORBI_3004G163200",1,0,1,1
"2257","SORBI_3004G164100",0,3,-3,3
"2258","SORBI_3004G164200",0,14,-14,14
"2259","SORBI_3004G164500",0,1,-1,1
"2260","SORBI_3004G164700",0,0,0,0
"2261","SORBI_3004G165400",0,2,-2,2
"2262","SORBI_3004G165500",0,0,0,0
"2263","SORBI_3004G165600",0,0,0,0
"2264","SORBI_3004G165900",1,0,1,1
"2265","SORBI_3004G166400",0,6,-6,6
"2266","SORBI_3004G166700",0,0,0,0
"2267","SORBI_3004G168600",0,0,0,0
"2268","SORBI_3004G168800",0,0,0,0
"2269","SORBI_3004G169700",0,0,0,0
"2270","SORBI_3004G169900",0,1,-1,1
"2271","SORBI_3004G170500",0,1,-1,1
